Guideline ID,Description,Vulnerability Discussion,Configuration Parameter,Desired Value,Default Value,Is desired value the default?,Action Type,Assessment using Web Client,Negative Functional Impact,Remediation using Web Client,vSphere API,ESXi Shell Command Assessment,ESXi Shell Command Remediation,vCLI Command Assessment,vCLI Command Remediation,PowerCLI Command Assessment,PowerCLI Command Remediation,Able to set using Host Profile,Reference,Hardening,Site-Specific Setting,Audit Setting
ESXi.enable-auth-proxy,When adding ESXi hosts to Active Directory use the vSphere Authentication Proxy to protect passwords,If you configure your host to join an Active Directory domain using Host Profiles the Active Directory credentials are saved in the host profile and are transmitted over the network.  To avoid having to save Active Directory credentials in the Host Profile and to avoid transmitting Active Directory credentials over the network  use the vSphere Authentication Proxy.,N/A,Site-Specific,Disabled,No,Add or Modify,"There is no way to audit this using web client if you manually chose to join the host to a domain.

If you chose to join the host to domain by attaching a host profile, you can verify that the host profile has been configured to use proxy server for joining the host to domains by follow below steps:

Go to ""Home"" and click on ""Host Profiles"" under ""Monitoring"" section. Choose the appropriate host profile and expand ""Security and Services"" -> ""Authentication Configuration"" -> ""Active Directory Configuration"". Verify that the ""JoinDomain Method"" setting is configured to ""Use vSphere Authentication Proxy to add the host to Domain"".",None,"You can do it in two ways - either from Web Client directly or via Host Profiles. For web client, select the host and click on ""Configure"" -> ""Settings"" -> ""Authentication Services"". Click on ""Join Domain"" and then select ""Using Proxy Server"" radio button. Provide proxy server IP address. 

Using Host profile method, 
Install and configure the Authentication proxy. From the vSphere web client, navigate to ""Host Profiles"", select the host profile, select ""Configure"" -> ""Edit Host profile"". Expand ""Security and Services"" -> ""Security Settings"" -> ""Authentication Configuration"". Select ""Active Directory configuration"". Set the ""Join Domain Method"" to ""Use vSphere Authentication Proxy to add the host do domain"" and provide the IP address of the authentication proxy.",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.ActiveDirectoryAuthentication.html,N/A,N/A,# vicfg-authconfig <conn_options> --authscheme AD --currentdomain,# vicfg-authconfig conn_options ad_conn_options --authscheme AD --joindomain domain_FQDN,"# Check the host profile is using vSphere Authentication proxy to add the host to the domain
Get-VMHost | Select Name, ` @{N=""HostProfile"";E={$_ | Get-VMHostProfile}}, ` @{N=""JoinADEnabled"";E={($_ | Get-VmHostProfile).ExtensionData.Config.ApplyProfile.Authentication.ActiveDirectory.Enabled}}, ` @{N=""JoinDomainMethod"";E={(($_ | Get-VMHostProfile).ExtensionData.Config.ApplyProfile.Authentication.ActiveDirectory | Select -ExpandProperty Policy | Where {$_.Id -eq ""JoinDomainMethodPolicy""}).Policyoption.Id}}# Check each host and their domain membership statusGet-VMHost | Get-VMHostAuthentication | Select VmHost, Domain, DomainMembershipStatus","# Join the ESXI Host to the Domain
Get-VMHost HOST1 | Get-VMHostAuthentication | Set-VMHostAuthentication -Domain domain.local -User Administrator -Password Passw0rd -JoinDomain",YES,http://pubs.vmware.com/vsphere-67/index.jsp?topic=%2Fcom.vmware.vsphere.security.doc%2FGUID-084B74BD-40A5-4A4B-A82C-0C9912D580DC.html,FALSE,TRUE,FALSE
ESXi.enable-chap-auth,"Enable bidirectional CHAP, also known as Mutual CHAP, authentication for iSCSI traffic","vSphere allows for the use of bidirectional authentication of both the iSCSI target and host. Choosing not to enforce more stringent authentication can make sense if you create a dedicated network or VLAN to service all your iSCSI devices. By not authenticating both the iSCSI target and host, there is a potential for a MiTM attack in which an attacker might impersonate either side of the connection to steal data. Bidirectional authentication can mitigate this risk. If the iSCSI facility is isolated from general network traffic, it is less vulnerable to exploitation.","Use Chap, Name, Secret",Site-Specific,No Authentication,No,Add,"From the vSphere web client, select a host and click on ""Configure"" -> ""Storage"" -> ""Storage Adapters"".&nbsp; 

For EACH iSCSI Adapter, scroll for ""Authentication"" section under ""Adapter Details"" section -> ""Properties"" tab. The ""Method"" parameter should be set to ""Use bidirectional CHAP"".",None,"From the vSphere web client, select a host and click on ""Configure"" -> ""Storage"" -> ""Storage Adapters""
For EACH iSCSI Adapter, scroll for ""Authentication"" section under ""Adapter Details"" section -> ""Properties"" tab. Click ""Edit"" and configure bidirectional chap authentication.",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.InternetScsiHba.AuthenticationProperties.html,# esxcli iscsi adapter auth chap get,# esxcli iscsi adapter auth chap set,# esxcli <conn_options> iscsi adapter auth chap get,# esxcli iscsi conn_options adapter auth chap set,"# List Iscsi Initiator and CHAP Name if defined
Get-VMHost | Get-VMHostHba | Where {$_.Type -eq ""Iscsi""} | Select VMHost, Device, ChapType, @{N=""CHAPName"";E={$_.AuthenticationProperties.ChapName}}","# Set the Chap settings for the Iscsi Adapter
Get-VMHost | Get-VMHostHba | Where {$_.Type -eq ""Iscsi""} | Set-VMHostHba # Use desired parameters here",NO,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.storage.doc/GUID-AC65D747-728F-4109-96DD-49B433E2F266.html



http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-DFC745FB-CDD6-4828-8948-4D0E0561EEF8.html",FALSE,TRUE,FALSE
ESXi.enable-normal-lockdown-mode,Enable Normal Lockdown Mode to restrict access,"Enabling lockdown mode disables direct access to an ESXi host requiring the host be managed remotely from vCenter Server.  This is done to ensure the roles and access controls implemented in vCenter are always enforced and users cannot bypass them by logging into a host directly.   By forcing all interaction to occur through vCenter Server, the risk of someone inadvertently attaining elevated privileges or performing tasks that are not properly audited is greatly reduced.  Note:  Lockdown mode does not apply to  users who log in using authorized keys. When you use an authorized key file for root user authentication, root users are not prevented from accessing a host with SSH even when the host is in lockdown mode. 

Note that users listed in the DCUI.Access list for each host are allowed to override lockdown mode and login to the DCUI.  

By default the ""root"" user is the only user listed in the DCUI.Access list.",vimsvc/auth/lockdown_is_enabled,Enabled,Disabled,No,Modify,"From the vSphere web client, select host and click on ""Configure"" -> ""Settings"" -> ""System"" -> ""Security Profile"".

Scroll down until ""Lockdown Mode"".&nbsp; Verify that ""Lockdown Mode"" parameter is set to ""Enabled (Normal)"".","There are some operations, such as backup and troubleshooting, that require direct access to the host.  In these cases Lockdown Mode can be disabled on a temporary basis for specific hosts as needed, and then re-enabled when the task is completed.
Note: Lockdown mode does not apply to users listed in the DCUI.Access list, which by default includes the root user.

Previous versions of the SCG classified this as a ""Risk Profile 2 or 3"" setting. In the 6.7 SCG the ""strict"" lockdown mode guideline  was the only setting set to ""1"" which prompted the removal of Risk Profiles all together. This in no means lessens the discussion of ""Risk"". Most customers should enable at least Normal Lockdown Mode. Those customers that should enable Strict Lockdown Mode need to make that judgement based on their current risk factors as there are serious caveats as called out at the begining of the Negative Functional Impact statement.","From the vSphere web client, select host and click on ""Configure"" -> ""Settings"" -> ""System"" -> ""Security Profile"".

Scroll down until ""Lockdown Mode"". Click ""Edit"" and then choose ""Normal"".",https://code.vmware.com/apis/196/vsphere#/doc/vim.HostSystem.html,"# To check if Lockdown mode is enabled: 
#Note: This will not differentiate between Normal and Strict.
#If either are enabled the result will be ""True""

vim-cmd -U dcui vimsvc/auth/lockdown_is_enabled","# To disable Lockdown mode: 
vim-cmd -U dcui vimsvc/auth/lockdown_mode_exit

#Enabling strict lockdown mode is not supported by vim-cmd.
# To enable Normal Lockdown mode: 
vim-cmd -U dcui vimsvc/auth/lockdown_mode_enter",,,"# To check if Lockdown mode is enabled
Get-VMHost | Select Name,@{N=""Lockdown"";E={$_.Extensiondata.Config.adminDisabled}}","# Enable lockdown mode for each host
Get-VMHost | Foreach { $_.EnterLockdownMode() } ",YES,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-88B24613-E8F9-40D2-B838-225F5FF480FF.htmlhttp://kb.vmware.com/kb/1008077,FALSE,TRUE,FALSE
ESXi.enable-remote-syslog,Configure remote logging for ESXi hosts ,"Remote logging to a central log host provides a secure, centralized store for ESXi logs. By gathering host log files onto a central host you can more easily monitor all hosts with a single tool. You can also do aggregate analysis and searching to look for such things as coordinated attacks on multiple hosts. Logging to a secure, centralized log server helps prevent log tampering and also provides a long-term audit record. To facilitate remote logging VMware provides the vSphere Syslog Collector.",Syslog.global.logHost,Site-Specific,NULL,No,Add,"From the vSphere Web Client select the host, click ""Configure"" -> ""Advanced Sytem Settings"", and enter ""Syslog.global.logHost"" in the filter. Check whether a syslog host is set. 
&nbsp;",None,"Step 1:&nbsp; Install/Enable a syslog host (vSphere Syslog Collector recommended).
Step 2: From the vSphere Web Client select the host and click ""Configure"" -> ""Advanced Sytem Settings"", and enter ""Syslog.global.logHost"" in the filter. Set the ""Syslog.global.logHost"" to the hostname of your syslog server. 

Note: when setting a remote log host it is also recommended to set the ""Syslog.global.logDirUnique"" to True. You must configure the syslog settings for each host. The host syslog parameters can also be configured the vCLI or PowerCLI, or using an API client.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,# esxcli system syslog config get,"# esxcli system syslog config set loghost
# esxcli system syslog reload",# esxcli <conn_options> system syslog config get,"# esxcli conn_options  system syslog config set loghost
# esxcli system syslog reload",Get-VMHost | Get-AdvancedSetting -Name Syslog.global.logHost,"Get-VMHost | Get-AdvancedSetting -Name Syslog.global.logHost | Set-AdvancedSetting -Value ""<insert syslog server hostname>""",YES,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vcli.examples.doc/GUID-7391AF2D-BD74-4ED8-B649-DBB31EB3CB21.html,FALSE,TRUE,FALSE
ESXi.enable-strict-lockdown-mode,Enable Strict lockdown mode to restrict access,"Enabling lockdown mode disables direct access to an ESXi host requiring the host be managed remotely from vCenter Server.  

This is done to ensure the roles and access controls implemented in vCenter are always enforced and users cannot bypass them by logging into a host directly.   By forcing all interaction to occur through vCenter Server, the risk of someone inadvertently attaining elevated privileges or performing tasks that are not properly audited is greatly reduced.  

Strict lockdown mode stops the DCUI service. However, the ESXi Shell and SSH services are independent of lockdown mode. For lockdown mode to be an effective security measure, ensure that the ESXi Shell and SSH services are also disabled. Those services are disabled by default.

When a host is in lockdown mode, users on the Exception Users list can access the host from the ESXi Shell and through SSH if they have the Administrator role on the host and if these services are enabled. This access is possible even in strict lockdown mode. Leaving the ESXi Shell service and the SSH service disabled is the most secure option. 
",vimsvc/auth/lockdown_is_enabled,Enabled,Disabled,No,Modify,"From the vSphere Web Client, select the host and click on ""Configure"" -> ""Settings"" -> ""System"" -> ""Security Profile"".

Scroll down to ""Lockdown Mode"".; Verify that ""Lockdown Mode"" parameter is set to ""Enabled (Strict)"".","In strict lockdown mode, introduced in vSphere 6.0, the DCUI service is stopped. If the connection to vCenter Server is lost and the vSphere Web Client is no longer available, the ESXi host becomes unavailable unless the ESXi Shell and SSH services are enabled and Exception Users are defined. If you cannot restore the connection to the vCenter Server system, you have to reinstall the host. 

Previous versions of the SCG classified this as a ""Risk Profile 1"" setting. In the 6.7 SCG this was the only setting set to ""1"" which prompted the removal of Risk Profiles all together. This in no means lessens the discussion of ""Risk"". Most customers should enable at least Normal Lockdown Mode. Those customers that should enable Strict Lockdown Mode need to make that judgement based on their current risk factors as there are serious caveats as called out at the begining of the Negative Functional Impact statement.","From the vSphere web client, select host and click on ""Configure"" -> ""Settings"" -> ""System"" -> ""Security Profile"".

Scroll down to ""Lockdown Mode"".&nbsp; Click ""Edit"" and then choose ""Strict"".",https://code.vmware.com/apis/196/vsphere#/doc/vim.HostSystem.html,"# To check if Lockdown mode is enabled: 
#Note: This will not differentiate between Normal and Strict.
#If either are enabled the result will be ""True""

vim-cmd -U dcui vimsvc/auth/lockdown_is_enabled","# To disable Lockdown mode: 
vim-cmd -U dcui vimsvc/auth/lockdown_mode_exit

#Enabling strict lockdown mode is not supported by vim-cmd.
# To enable Normal Lockdown mode: 
vim-cmd -U dcui vimsvc/auth/lockdown_mode_enter",,,"# To check if Lockdown mode is enabled
Get-VMHost | Select Name,@{N=""Lockdown"";E={$_.Extensiondata.Config.adminDisabled}}

#To display the mode 
$esxihosts = get-vmhost
foreach ($esxihost in $esxihosts)
  {
$myhost = Get-VMHost $esxihost | Get-View
$lockdown = Get-View $myhost.ConfigManager.HostAccessManager
Write-Host ""——————————–""
$lockdown.UpdateViewData()
$lockdownstatus = $lockdown.LockdownMode
Write-Host ""Lockdown mode on $esxihost is set to $lockdownstatus""
Write-Host ""——————————–""
}","#Run this at the vCenter level or against an individual host
#Create HostLockdownMode object
$level = New-Object VMware.Vim.HostLockdownMode
#Populate with level of lockdown:(lockdownDisabled,lockdownNormal,lockdownStrict)
$level = ""lockdownStrict""
$esxihosts = get-vmhost
foreach ($esxihost in $esxihosts)
  {
$myhost = Get-VMHost $esxihost | Get-View
$lockdown = Get-View $myhost.ConfigManager.HostAccessManager
Write-Host ""——————————–""
Write-Host ""Setting Lockdown mode to "" $level
$lockdown.ChangeLockdownMode($level)
$lockdown.UpdateViewData()
$lockdownstatus = $lockdown.LockdownMode
Write-Host ""Lockdown mode on $esxihost is set to $lockdownstatus""
Write-Host ""——————————–""
  } ",N/A,​http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-88B24613-E8F9-40D2-B838-225F5FF480FF.html,FALSE,TRUE,FALSE
ESXi.firewall-restrict-access,Configure the ESXi host firewall to restrict access to services running on the host ,"Unrestricted access to services running on an ESXi host can expose a host to outside attacks and unauthorized access. Reduce the risk by configuring the ESXi firewall to only allow access from authorized networks. This guideline is focused specifically on two types of access. SSH (which is disabled by default) and vSphere Web Access running on Port 80. 

Modification of firewall rules for any other service may have a negative impact on the overall operation. Best practices state that ESXi and vCenter should be running in a separate network.

This guideline will show how to limit access to the SSH and Web server to IP address ranges to further limit the scope of vulnerability.",N/A,Site-Specific,Connections are allowed from any IP address,No,Modify,"From the vSphere web client, select the host and click ""Configure"" -> ""Settings"" -> ""System"" -> ""Security Profile"".

Verify that for enabled services, both incoming and outgoing connections, a proper network/IP Range is selected (the 3rd column should not be ""All"").",Only systems in the IP whitelist/ACL will be able to connect to services on the ESXi server,"From the vSphere web client, select the host and click ""Configure"" -> ""Settings"" -> ""System"" -> ""Security Profile"".

For each enabled services for both incoming and outgoing connections set a proper network/IP Range after deselecting ""Allow connections from any IP address"" checkbox.",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.ServiceSystem.html,,,N/A,N/A,"# List the services which are enabled and have rules defined for specific IP ranges to access the service
Get-VMHost  | Get-VMHostFirewallException | Where {$_.Enabled -and (-not $_.ExtensionData.AllowedHosts.AllIP)}

# List the services which are enabled and do not have rules defined for specific IP ranges to access the service
Get-VMHost  | Get-VMHostFirewallException | Where {$_.Enabled -and ($_.ExtensionData.AllowedHosts.AllIP)}","Please see documentation for the following cmdlets. 

    Get-VMHostFirewallException
    Set-VMHostFirewallException
    Get-VMHostFirewallDefaultPolicy
    Set-VMHostFirewallDefaultPolicy
",YES,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-8912DD42-C6EA-4299-9B10-5F3AEA52C605.html,FALSE,TRUE,FALSE
ESXi.set-account-auto-unlock-time,Set the time after which a locked account is automatically unlocked,"Multiple account login failures for the same account could possibly be a threat vector trying to brute force the system or cause denial of service. Such attempts to brute force the system should be limited by locking out the account after reaching a threshold. 

In case, you would want to auto unlock the account, i.e. unlock the account without administrative action, set the time for which the account remains locked. Setting a high duration for which account remains locked would deter and serverly slow down the brute force method of logging in. ",Security.AccountUnlockTime,900,120,No,Modify,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""Security.AccountUnlockTime"" in the filter. Verify that the value for this parameter is set to 900.",None,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""Security.AccountUnlockTime"" in the filter. Click edit and set the value for this parameter to 900.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,,,,,Get-VMHost | Get-AdvancedSetting -Name Security.AccountUnlockTime,Get-VMHost | Get-AdvancedSetting -Name Security.AccountUnlockTime | Set-AdvancedSetting -Value 900,YES,"​http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-DC96FFDB-F5F2-43EC-8C73-05ACDAE6BE43.html
",FALSE,TRUE,TRUE
ESXi.set-account-lockout,Set the count of maximum failed login attempts before the account is locked out,Multiple account login failures for the same account could possibly be a threat vector trying to brute force the system or cause denial of service. Such attempts to brute force the system should be limited by locking out the account after reaching a threshold.,Security.AccountLockFailures,3,10,No,Modify,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""Security.AccountLockFailures"" in the filter. Verify that the value for this parameter is set to 3.",The account would be locked out and would require administrative action to unlock the account or an elapse time for the account to automatically unlock.,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""Security.AccountLockFailures"" in the filter. Click edit and set the value for this parameter to 3.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,,,,,Get-VMHost | Get-AdvancedSetting -Name Security.AccountLockFailures,Get-VMHost | Get-AdvancedSetting -Name Security.AccountLockFailures | Set-AdvancedSetting -Value 3,YES,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-DC96FFDB-F5F2-43EC-8C73-05ACDAE6BE43.html
",FALSE,TRUE,TRUE
ESXi.set-dcui-access,Set DCUI.Access to allow trusted users to override lockdown mode,"Lockdown mode disables direct host access requiring that admins manage hosts from vCenter Server.  However, if a host becomes isolated from vCenter Server, the admin is locked out and can no longer manage the host. If you are using normal lockdown mode, you can avoid becoming locked out of an ESXi host that is running in lockdown mode, by setting DCUI.Access to a list of highly trusted users who can override lockdown mode and access the DCUI. The DCUI is not running in strict lockdown mode. ",DCUI.Access,List of authorized users,root,No,Add,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""DCUI.Access"" in the filter. Verify that the list of users is legitimate. It should ideally contain root and any other local users who are authorized to override lockdown mode.",None,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""DCUI.Access"" in the filter. Enter comma separated user accounts who are authorized to access DCUI even in case of lockdown mode. 

Caution: Do not remove root user.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,vim-cmd hostsvc/advopt/view DCUI.Access,vim-cmd hostsvc/advopt/update DCUI.Access string [USERS],N/A,N/A,Get-VMHost | Get-AdvancedSetting -Name DCUI.Access,"Get-VMHost | Get-AdvancedSetting -Name DCUI.Access | Set-AdvancedSetting -Value ""root""",YES,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-6779F098-48FE-4E22-B116-A8353D19FF56.html
http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-88B24613-E8F9-40D2-B838-225F5FF480FF.html

 ",FALSE,TRUE,FALSE
ESXi.set-dcui-timeout,Audit DCUI timeout value,DCUI is used for directly logging into ESXi host and carrying out host management tasks. The idle connections to DCUI must be terminated to avoid any unintended usage of the DCUI originating from a left over login session.,UserVars.DcuiTimeOut,600,600,Yes,Audit Only,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""UserVars.DcuiTimeOut"" in the filter. Verify that the value for this parameter is set to 600.",None,"From the vSphere Web Client select the host, click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced Sytem Settings"". Enter ""UserVars.DcuiTimeOut"" in the filter. Click edit and set the value for this parameter to 600 or more restrictive.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,,,,,Get-VMHost | Get-AdvancedSetting -Name UserVars.DcuiTimeOut,Get-VMHost | Get-AdvancedSetting -Name UserVars.DcuiTimeOut | Set-AdvancedSetting -Value 600,YES,"​​​
",FALSE,TRUE,TRUE
ESXi.set-password-policies,Establish a password policy for password complexity,"ESXi uses the pam_passwdqc.so plug-in to set password strength and complexity.  It is important to use passwords that are not easily guessed and that are difficult for password generators to determine.   Password strength and complexity rules apply to all ESXi users, including root. They do not apply to Active Directory users when the ESX host is joined to a domain. Those password policies are enforced by AD. ",Security.PasswordQualityControl,Site-Specific,"""retry=3 min=disabled,disabled,disabled,7,7""",No,Audit Only,"From vSphere web client, select host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Security.PasswordQualityControl to see the configured value. It should be set as default value or more restrictive.",None,"From vSphere web client, select host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Security.PasswordQualityControl to see the configured value. Set it to the default value or more restrictive.",N/A,N/A,N/A,N/A,N/A,Get-VMHost | Get-AdvancedSetting -Name Security.PasswordQualityControl,"Get-VMHost | Get-AdvancedSetting -Name Security.PasswordQualityControl | Set-AdvancedSetting -Value ""similar=deny retry=3 min=disabled,disabled,disabled,disabled,15""",YES,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-DC96FFDB-F5F2-43EC-8C73-05ACDAE6BE43.html
",FALSE,TRUE,FALSE
ESXi.set-shell-interactive-timeout,Set a timeout to automatically terminate idle ESXi Shell and SSH sessions,"If a user forgets to log out of their SSH session, the idle connection will remains open indefinitely, increasing the potential for someone to gain privileged access to the host.  The ESXiShellInteractiveTimeOut allows you to automatically terminate idle shell sessions.",UserVars.ESXiShellInteractiveTimeOut,900,0,No,Modify,"From vSphere web client, select host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for UserVars.ESXiShellInteractiveTimeOut to see the configured value. It should be set to desired value or more restrictive.",None,"From vSphere web client, select host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for UserVars.ESXiShellInteractiveTimeOut to see the configured value. Click edit and set it to the desired value or more restrictive.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,"# esxcli --formatter=csv --format-param=fields=""Path,Int Value"" system settings advanced list | grep /UserVars/ESXiShellInteractiveTimeOut",# esxcli system settings advanced set -o /UserVars/ESXiShellInteractiveTimeOut -i,"# esxcli --formatter=csv --format-param=fields=""Path,Int Value"" system settings advanced list | grep /UserVars/ESXiShellInteractiveTimeOut",# esxcli conn_options system settings advanced set -o /UserVars/ESXiShellInteractiveTimeOut -i,Get-VMHost | Get-AdvancedSetting -Name UserVars.ESXiShellInteractiveTimeOut,Get-VMHost | Get-AdvancedSetting -Name UserVars.ESXiShellInteractiveTimeOut | Set-AdvancedSetting -Value 900,NO,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-94F0C54F-05E3-4E16-8027-0280B9ED1009.html

http://kb.vmware.com/kb/2004746",FALSE,TRUE,FALSE
ESXi.set-shell-timeout,Set a timeout to limit how long the ESXi Shell and SSH services are allowed to run,When the ESXi Shell or SSH services are enabled on a host they will run indefinitely.  To avoid having these services left running set the ESXiShellTimeOut.  The ESXiShellTimeOut defines a window of time after which the ESXi Shell and SSH services will automatically be terminated.,UserVars.ESXiShellTimeOut,900,0,No,Modify,"From vSphere web client, select host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for UserVars.ESXiShellTimeOut to see the configured value. It should be set to desired value or more restrictive.",None,"From vSphere web client, select host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for UserVars.ESXiShellTimeOut to see the configured value. Click edit and set it to the desired value or more restrictive.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,"# esxcli --formatter=csv --format-param=fields=""Path,Int Value"" system settings advanced list | grep /UserVars/ESXiShellTimeOut",# esxcli system settings advanced set -o /UserVars/ESXiShellTimeOut -i,"# esxcli --formatter=csv --format-param=fields=""Path,Int Value"" system settings advanced list | grep /UserVars/ESXiShellTimeOut",# esxcli conn_options system settings advanced set -o /UserVars/ESXiShellTimeOut -i,Get-VMHost | Get-AdvancedSetting -Name UserVars.ESXiShellTimeOut,Get-VMHost | Get-AdvancedSetting -Name UserVars.ESXiShellTimeOut | Set-AdvancedSetting -Value 900,NO,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-B314F79B-2BDD-4D68-8096-F009B87ACB33.html

http://kb.vmware.com/kb/2004746",FALSE,TRUE,TRUE
ESXi.TransparentPageSharing-intra-enabled,Ensure default setting for intra-VM TPS is correct,"Acknowledgement of the recent academic research that leverages Transparent Page Sharing (TPS) to gain unauthorized access to data under certain highly controlled conditions and documents VMware’s precautionary measure of restricting TPS to individual virtual machines by default in upcoming ESXi releases. At this time, VMware believes that the published information disclosure due to TPS between virtual machines is impractical in a real world deployment.

VMs that do not have the sched.mem.pshare.salt option set cannot share memory with any other VMs.",Mem.ShareForceSalting,2,2,Yes,Audit Only,"From the vSphere Web Client, select a host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Mem.ShareForceSalting. Verify that it is set to 2.",,"From vSphere Web Client, select a host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Mem.ShareForceSalting. Click edit and set it to 2.",,,,,,"Get-VMHost | Get-AdvancedSetting -Name Mem.ShareForceSalting
","Get-VMHost | Get-AdvancedSetting -Name Mem.ShareForceSalting | Set-AdvancedSetting -Value 2
",YES,"​https://kb.vmware.com/kb/2080735
​https://kb.vmware.com/kb/2097593
​https://kb.vmware.com/kb/2091682


 ",FALSE,FALSE,TRUE
