control_id,priority,resource_kind,adapter_kind,parameter,parameter_kind,value_type,expected_value,title,description,source_ref,remediation_text,read_recipe
esx.deactivate-shell,P2,HostSystem,VMWARE,service.TSM.running,vim_property,boolean,false,The ESX shell should be deactivated.,Services which are not in use and are not essential for operations should be deactivated.,SCG-9.0:esx-9.deactivate-shell,Get-VMHostService -VMHost $ESX | where {$_.Key -eq 'TSM'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESX | where {$_.Key -eq 'TSM'} | Stop-VMHostService,service_state:TSM:running
esx.disable-accounts-dcui,P0,HostSystem,VMWARE,account.dcui.shellaccess,esxcli,string,Disabled,VMware ESX must have the dcui account disabled.,The dcui account is used for privilege separation and disabling its shell access does not affect normal ESX operations.,SCG-9.0:esx-9.disable-accounts-dcui,"$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.system.account.set.CreateArgs() ; $arguments.id = ""dcui"" ; $arguments.shellaccess = ""false"" ; $ESXcli.system.account.set.Invoke($arguments)",esxcli:system.account.list:Shellaccess[UserID=dcui]
esx.entropy,P2,HostSystem,VMWARE,,esxcli,string,disableHwrng = FALSE,The ESX host must use sufficient entropy for cryptographic operations.,"Starting in vSphere 8.0, the ESX Entropy implementation supports the FIPS 140-3 and EAL4 certifications. Kernel boot options control which entropy sources to activate on an ESX host.",SCG-9.0:esx-9.entropy,"$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.system.settings.kernel.set.CreateArgs() ; $arguments.setting = ""disableHwrng"" ; $arguments.value = ""FALSE"" ; $ESXcli.system.settings.kernel.set.invoke($arguments) ; $arguments.setting = ""entropySources"" ; $arguments.value = ""0"" ; $ESXcli.system.settings.kernel.set.invoke($arguments)",
esx.etc-issue,P1,HostSystem,VMWARE,Config.Etc.issue,advanced_setting,string,Consult your organization's legal advisors for text that is applicable to your environment.,Configure the login banner for ESX host SSH connections.,"ESX enables a login message display, often used to deter intruders and inform authorized users about system use obligations. This parameter defines the text shown during an SSH connection. It is highly recommended to keep SSH in the stopped state unless troubleshooting.

An implementation inconsistency between ESX and vCenter Server requires that ""issue"" in Config.Etc.issue be lowercase, to work in both scenarios.",SCG-9.0:esx-9.etc-issue,"Get-VMHost -Name $ESX | Get-AdvancedSetting Config.Etc.issue | Set-AdvancedSetting -Value ""****************************************************************************`n* Authorized users only. Actual or attempted unauthorized use of this *`n* system is prohibited and may result in criminal, civil, security, or *`n* administrative proceedings and/or penalties. Use of this information *`n* system indicates consent to monitoring and recording, without notice *`n* or permission. Users have no expectation of privacy. Any information *`n* stored on or transiting this system, or obtained by monitoring and/or *`n* recording, may be disclosed to law enforcement and/or used in accordance *`n* with Federal law, State statute, and organization policy. If you are not *`n* an authorized user of this system, exit the system at this time. *`n****************************************************************************`n""",
esx.firewall-incoming-default,P2,HostSystem,VMWARE,config.firewall.defaultPolicy.incomingBlocked,vim_property,boolean,true,The ESX host must configure the firewall to block network traffic by default.,"Ensures that all incoming and outgoing network traffic is blocked unless explicitly allowed, reducing the attack surface and preventing unauthorized access to the host.",SCG-9.0:esx-9.firewall-incoming-default,$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.network.firewall.set.CreateArgs() ; $arguments.defaultaction = $FALSE ; $arguments.enabled = $true ; $ESXcli.network.firewall.set.Invoke($arguments),bool:config.firewall.defaultPolicy.incomingBlocked
esx.firewall-restrict-access,P1,HostSystem,VMWARE,,esxcli,string,Connections allowed only from authorized infrastructure and administration workstations,Configure the ESX host firewall to only allow traffic from authorized networks.,"Ensures that all incoming and outgoing network traffic is blocked unless explicitly allowed, reducing the attack surface and helping to prevent unauthorized access to the host.

As of vSphere 8.0.2, firewall rules are categorized as 'user' or 'system' owned, where only 'user' owned rules are configurable. Beginning in vSphere 8 Update 2b and PowerCLI 13.2.1 there are additional queryable parameters to automate setting and checking for configurable rules.",SCG-9.0:esx-9.firewall-restrict-access,"# This is an example which you will want to customize! ; $ESXcli = Get-EsxCli -VMHost $ESX -V2 ; # Deactivate firewall temporarily so we don't lose connectivity ; $arguments = $ESXcli.network.firewall.set.CreateArgs() ; $arguments.enabled = $false ; $ESXcli.network.firewall.set.Invoke($arguments) ; ; # Unset the ""allow all"" flag ; $arguments = $ESXcli.network.firewall.ruleset.set.CreateArgs() ; $arguments.allowedall = $false ; $arguments.rulesetid = ""sshServer"" ; $ESXcli.network.firewall.ruleset.set.Invoke($arguments) ; ; # Add an IP range ; $arguments = $ESXcli.network.firewall.ruleset.allowedip.add.CreateArgs() ; $arguments.ipaddress = ""192.168.0.0/16"" ; $arguments.rulesetid = ""sshServer"" ; $ESXcli.network.firewall.ruleset.allowedip.add.Invoke($arguments) ; ; # Enable the firewall ; $arguments = $ESXcli.network.firewall.set.CreateArgs() ; $arguments.enabled = $true ; $ESXcli.network.firewall.set.Invoke($arguments)",
esx.hardware-boot,P0,HostSystem,VMWARE,,manual_audit,string,N/A,"The environment must use adequately sized persistent, non-SD, non-USB devices for ESX boot volumes.","Flash memory is a component that wears out over time, with each data write shortening its lifespan. SSDs and NVMe devices have built-in features to reduce this wear, making them more reliable. However, SD cards and most USB flash drives don't have these features and can develop reliability issues, like bad sectors, often without any obvious signs.

To lessen wear and make SD and USB devices last longer, ESX, when installed on these devices, saves audit and system logs to a RAM disk instead of constantly writing to the device. This means a virtual infrastructure administrator needs to set up new, long-term storage spots for these logs and change the log output to go to these new places.

Choosing a reliable boot device removes these extra steps and helps ESX automatically pass security audits.",SCG-9.0:esx-9.hardware-boot,N/A,
esx.hardware-cpu-amd-cc,P1,HostSystem,VMWARE,,manual_audit,string,N/A,"Ensure that AMD SEV-ES and/or SEV-SNP is enabled, if available in the system firmware, and is configured for a reasonable number of protected VMs (Minimum SEV non-ES ASID).","AMD EPYC platforms support SEV-ES and SEV-SNP, technology to encrypt memory and CPU register state and attest workloads in order to increase workload security and decrease exposure to certain types of attacks. When configured properly, VCF supprots the use of these technologies inside guest virtual machines and containers. Enabling them in system firmware eases future enablement inside virtual machines, containers, and guest OSes.",SCG-9.0:esx-9.hardware-cpu-amd-cc,N/A,
esx.hardware-cpu-intel-cc,P1,HostSystem,VMWARE,,manual_audit,string,N/A,"Ensure that Intel SGX and/or TDX is enabled, if available in the system firmware.","Intel Xeon Scalable Processor platforms have SGX and TDX, technologies that help applications protect data in system memory. When configured properly, VCF supports the use of SGX inside guest virtual machines. Enabling them in system firmware eases future enablement inside virtual machines and guest OSes.",SCG-9.0:esx-9.hardware-cpu-intel-cc,N/A,
esx.hardware-cpu-intel-txt,P0,HostSystem,VMWARE,,powercli_only,string,N/A,"Ensure that Intel TXT is enabled, if available in the system firmware.","Intel Xeon Scalable Processor platforms have Trusted Execution Technology, or TXT, that help harden systems against malware, rootkits, BIOS & firmware attacks, and more. When enabled, ESX will take advantage of security benefits offered by this technology.",SCG-9.0:esx-9.hardware-cpu-intel-txt,N/A,
esx.hardware-firmware-updates,P0,HostSystem,VMWARE,,manual_audit,string,N/A,"Ensure that all system & device firmware is auditable, authentic, and up to date.","Hardware firmware is not immune to serious issues affecting confidentiality, integrity, or availability. Vulnerable system management controllers & management engines can provide places for attackers to establish persistence, in order to re-infect and re-compromise hosts after reboots and updates.

Ensure that the latest firmware updates are applied to all components of your systems and that the firmware is authentic and supplied by your hardware manufacturer.",SCG-9.0:esx-9.hardware-firmware-updates,N/A,
esx.hardware-management-authentication,P0,HostSystem,VMWARE,,manual_audit,string,N/A,Ensure integrated hardware management controllers use of Active Directory does not create a dependency loop nor an attack vector.,"Connections to centralized authentication sources, like Active Directory, should be disabled or carefully considered as attack vectors and dependency loops (for authentication, authorization, DNS, DHCP, and time). Consider managing local accounts on these devices through the APIs and CLI interfaces provided. If Active Directory must be used for authentication do authorization locally so that an attacker with access to Active Directory cannot promote themselves through group membership.",SCG-9.0:esx-9.hardware-management-authentication,N/A,
esx.hardware-management-log-forwarding,P0,HostSystem,VMWARE,,manual_audit,string,N/A,Component must securely forward system and audit logs to a remote log collection point.,"By gathering host log files onto a central host, you can more easily monitor all hosts using a single tool. Additionally, you can perform aggregate analysis and searching to identify coordinated attacks on multiple hosts. Logging to a secure and centralized log server helps prevent log tampering and ensures a unified, long-term audit record.",SCG-9.0:esx-9.hardware-management-log-forwarding,N/A,
esx.hardware-management-security,P0,HostSystem,VMWARE,,manual_audit,string,N/A,Ensure that integrated hardware management controllers are fully secured.,"Many servers have integrated hardware management controllers that can be extremely helpful when monitoring and updating hardware, settings, and firmware. These controllers should be checked to ensure that ALL unused functionality is disabled, ALL unused access methods are disabled, passwords and password controls are set, and firewalling and access control is in place so that the only access is from authorized access workstations for the virtualization administration team.

All ""first boot"" configuration options should be disabled, especially ones that reconfigure the system from USB devices or NFC/wireless/""zero touch"" devices. Disable or protect USB ports attached to the management controllers. Where possible, USB ports should be set to only permit keyboards.

Default passwords for accounts should be changed.

External information displays should be secured to prevent information leakage. Power and information buttons should be secured against unauthorized use.

Many hardware management controllers provide mechanisms for alerting when hardware faults & configuration changes occur. You should consider those if you are not using another method for hardware monitoring.",SCG-9.0:esx-9.hardware-management-security,N/A,
esx.hardware-management-time,P0,HostSystem,VMWARE,,manual_audit,string,N/A,Ensure that integrated hardware management controllers have their time synchronized.,"Cryptography, audit logging, cluster operations, and incident response/forensics depend deeply on synchronized time. This recommendation extends to all devices in infrastructure. The recommendation for NTP is to have at least four sources. Do not have two sources (one source is preferable to two).",SCG-9.0:esx-9.hardware-management-time,N/A,
esx.hardware-ports,P1,HostSystem,VMWARE,,manual_audit,string,N/A,Ensure that unused external ports are disabled or protected against unauthorized use.,"Unused ports, especially USB, can be used by attackers to attach storage, networking, and keyboards. Take reasonable steps to control access to these ports through disablement, access control, and/or with other means such as solid rack doors, rack side panels, and flooring that makes the ports inaccessible from outside the rack when the rack door is closed. Cables fit easily through many gaps in and around racks and rack doors, and stiff wires can be used to push them into sockets from outside the rack, as well as to dislodge cables to create a service disruption.

Where possible, USB ports should also be set to only permit keyboards.

When disabling functionality like this please consider that you may need to access the server using a USB keyboard during an outage or as part of lifecycle operations, and plan accordingly.",SCG-9.0:esx-9.hardware-ports,N/A,
esx.hardware-secureboot,P0,HostSystem,VMWARE,,powercli_only,string,N/A,Ensure that UEFI Secure Boot is enabled.,Enabling UEFI Secure Boot on the ESX host's hardware helps prevent malware and untrusted configurations.,SCG-9.0:esx-9.hardware-secureboot,N/A,
esx.hardware-tpm,P0,HostSystem,VMWARE,,powercli_only,string,"TPM 2.0 installed, enabled.",Ensure that a TPM 2.0 is installed and enabled on the host.,"ESX can use Trusted Platform Modules (TPM) 2.0 to enable advanced security features that prevent malware, remove dependencies, and secure hardware lifecycle operations. We strongly recommend all servers be configured with a TPM 2.0 and the TPM be enabled in the system firmware.",SCG-9.0:esx-9.hardware-tpm,N/A,
esx.hardware-virtual-nic,P0,HostSystem,VMWARE,Net.BMCNetworkEnable,advanced_setting,integer,0,The ESX host must not enable virtual hardware management network interfaces.,Hardware management controllers often present virtual or USB NICs to the ESX host. These can be used as backdoors and should be deactivated both in the hardware configuration and in ESX.,SCG-9.0:esx-9.hardware-virtual-nic,Get-VMHost -Name $ESX | Get-AdvancedSetting Net.BMCNetworkEnable | Set-AdvancedSetting -Value 0,
esx.iscsi-mutual-chap,P0,HostSystem,VMWARE,"Set iSCSI storage adapter authentication to ""Use bidirectional CHAP"" and supply credentials",powercli_only,string,Enabled,Enable bidirectional/mutual CHAP authentication for iSCSI traffic.,"Mutual CHAP provides an additional layer of protection by requiring both the initiator (client) and the target (server) to verify their identities to each other, thereby ensuring data transmitted between the two is not intercepted or altered by unauthorized entities.",SCG-9.0:esx-9.iscsi-mutual-chap,"Get-VMHost -Name $ESX | Get-VMHostHba | Where {$_.Type -eq ""Iscsi""} | Set-VMHostHba <parameters>",
esx.key-persistence,P2,HostSystem,VMWARE,keypersistence.Enabled,esxcli,boolean,false,The ESX host must not store encryption keys on ESX hosts without securing physical access to the hosts.,"Key Persistence is a mechanism that uses a local Trusted Platform Module (TPM) to store Standard Key Provider keys, usually found only in an external Key Management System (KMS). While this setup can improve management of dependencies, using Key Persistence changes the encryption risks. If an attacker steals the host, they will have access to the encryption keys for data on that host, bypassing the access controls of the external KMS. Therefore, Key Persistence should be used only when the physical security of the hosts is assured. If the physical hosts are not secure and an attacker can steal the host, they will also have the means to access and use encrypted workloads.

Key Persistence and Native Key Provider are often conflated because both store encryption data on hosts. However, the Native Key Provider does not use Key Persistence, so turning off Key Persistence won't affect it. Like Key Persistence, the Native Key Provider also requires careful consideration of physical security, as outlined in the 'design-9.native-key-provider' and 'design-9.hardware-physical-security' controls.",SCG-9.0:esx-9.key-persistence,$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.system.security.keypersistence.disable.CreateArgs() ; $arguments.removeallstoredkeys = $true ; $ESXcli.system.security.keypersistence.disable.Invoke($arguments),esxcli:system.security.keypersistence.get:Enabled
esx.lockdown-dcui-access,P2,HostSystem,VMWARE,DCUI.Access,advanced_setting,string,root,The ESX host must have an accurate DCUI.Access list.,"Ensures that only authorized users have direct console user interface (DCUI) access to the ESX host when Lockdown Mode is enabled. The root user cannot be removed from the list. To control ESX Shell access, use the separate exception list. 

It is critical to ensure that the host is attached to vCenter Server and that access lists are properly configured prior to enabling lockdown mode, as misconfiguration can result in loss of administrative access to the host.",SCG-9.0:esx-9.lockdown-dcui-access,Get-VMHost -Name $ESX | Get-AdvancedSetting DCUI.Access | Set-AdvancedSetting -Value root,
esx.lockdown-exception-users,P2,HostSystem,VMWARE,,powercli_only,string,Null,The ESX host must have an accurate Exception Users list.,"Users on the Lockdown Mode Exception Users list do not lose their privileges when the host enters lockdown mode, which can potentially defeat the purpose of lockdown mode. This list should be kept as minimal as possible to maintain the security benefits of lockdown mode. However, ensure that the host is attached to vCenter Server and that exception lists are properly configured prior to enabling lockdown mode, as improper configuration can result in loss of administrative access to the host.",SCG-9.0:esx-9.lockdown-exception-users,(Get-View (Get-VMHost -Name $ESX | Get-View).ConfigManager.HostAccessManager).UpdateLockdownExceptions($NULL),
esx.lockdown-mode,P0,HostSystem,VMWARE,config.lockdownMode,vim_property,string,lockdownNormal,The ESX host must enable lockdown mode.,"Enabling lockdown mode deactivates direct access to an ESX host and requires that the host be managed remotely from vCenter Server. This is done to ensure that the roles and access controls implemented in vCenter Server are always applied to hosts. It is important to note that some operations, such as backup and troubleshooting, may require direct access to the host. In these cases, lockdown mode can be temporarily deactivated for specific hosts as needed, and then re-enabled when the task is completed. Ensure that the host is attached to vCenter Server and that access lists and exception lists are configured prior to enabling lockdown mode to avoid loss of administrative access.",SCG-9.0:esx-9.lockdown-mode,(Get-View (Get-VMHost -Name $ESX | Get-View).ConfigManager.HostAccessManager).ChangeLockdownMode('lockdownNormal'),scalar:config.lockdownMode
esx.log-audit-forwarding,P0,HostSystem,VMWARE,Syslog.global.auditRecord.remoteEnable,advanced_setting,boolean,TRUE,The ESX host must transmit audit records to a remote host.,ESX will transmit audit records to the configured log collector.,SCG-9.0:esx-9.log-audit-forwarding,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.remoteEnable | Set-AdvancedSetting -Value TRUE,
esx.log-audit-local,P0,HostSystem,VMWARE,Syslog.global.auditRecord.storageEnable,advanced_setting,boolean,TRUE,The ESX host must enable audit record logging.,ESX will store audit records locally.,SCG-9.0:esx-9.log-audit-local,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageEnable | Set-AdvancedSetting -Value TRUE,
esx.log-audit-local-capacity,P1,HostSystem,VMWARE,Syslog.global.auditRecord.storageCapacity,advanced_setting,integer,100,The ESX host must store audit records for a time period consistent with your records retention policy.,"If a remote audit record storage facility is available, it is essential to ensure that the local storage capacity is sufficient to hold audit records that may accumulate during anticipated interruptions in the delivery of records to the facility. This ensures that audit records are not lost or overwritten during periods when the remote storage is unavailable, allowing for seamless continuity of the audit trail and compliance requirements.",SCG-9.0:esx-9.log-audit-local-capacity,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageCapacity | Set-AdvancedSetting -Value 100,
esx.log-audit-persistent,P0,HostSystem,VMWARE,ScratchConfig.CurrentScratchLocation,advanced_setting,string,not:/tmp/scratch,Configure a persistent log location for all locally stored audit records on the ESX host.,"ESX can be configured to store audit records on an in-memory file system.  This occurs when the host's ""/scratch"" directory is linked to ""/tmp/scratch"". When this is done only a single day's worth of records are stored at any time. In addition audit records will be reinitialized upon each reboot.  This presents a security risk as user activity logged on the host is only stored temporarily and will not persistent across reboots.  This can also complicate auditing and make it harder to monitor events and diagnose issues.  ESX host audit record logging should always be configured to a persistent datastore.

You can detect if the scratch volume is temporary or persistent by querying the ScratchConfig.CurrentScratchLocation advanced parameter. If, when queried, it returns ""/tmp/scratch"" then the volume is temporary and you should remap the audit record storage to a persistent device.

Cannot be a vSAN datastore. If your only local, non-vSAN storage is SD or USB media (which can become unreliable with repeated writes from logs) you might consider leaving the logs in the ramdisk and ensuring that a remote logging host is configured instead. Document the decision and rationale in preparation for future audits.",SCG-9.0:esx-9.log-audit-persistent,"Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.auditRecord.storageDirectory | Set-AdvancedSetting -Value ""<PERSISTENT LOCATION>/audit""",
esx.log-filter,P2,HostSystem,VMWARE,syslog.LogFilteringEnabled,esxcli,boolean,false,The ESX host must not enable log filtering.,"You can create log filters to reduce the number of repetitive entries, and to deny specific log events entirely.",SCG-9.0:esx-9.log-filter,$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $esxcli.system.syslog.config.logfilter.set.CreateArgs() ; $arguments.logfilteringenabled = $false ; $ESXcli.system.syslog.config.logfilter.set.invoke($arguments),esxcli:system.syslog.config.logfilter.get:LogFilteringEnabled
esx.log-forwarding,P0,HostSystem,VMWARE,Syslog.global.logHost,advanced_setting,string,Site-Specific Log Server,Component must forward system and audit logs to a remote log collection point.,"By gathering host log files onto a central host, you can more easily monitor all hosts using a single tool. Additionally, you can perform aggregate analysis and searching to identify coordinated attacks on multiple hosts. Logging to a secure and centralized log server helps prevent log tampering and ensures a unified, long-term audit record.",SCG-9.0:esx-9.log-forwarding,"Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logHost | Set-AdvancedSetting -Value ""<log collector>""",
esx.log-forwarding-tls-ciphers,P2,HostSystem,VMWARE,Syslog.global.certificate.checkSSLCerts,advanced_setting,boolean,TRUE,The ESX host must verify certificates for TLS remote logging endpoints.,TLS certificates help ensure that the endpoint is authentic and trustworthy.,SCG-9.0:esx-9.log-forwarding-tls-ciphers,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.certificate.checkSSLCerts | Set-AdvancedSetting -Value TRUE,
esx.log-forwarding-tls-x509,P0,HostSystem,VMWARE,Syslog.global.certificate.strictX509Compliance,advanced_setting,boolean,TRUE,The ESX host must use strict x509 verification for TLS-enabled remote logging endpoints.,"This ""x509-strict"" option performs additional validity checks on CA root certificates during verification.",SCG-9.0:esx-9.log-forwarding-tls-x509,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.certificate.strictX509Compliance | Set-AdvancedSetting -Value TRUE,
esx.login-message,P1,HostSystem,VMWARE,Annotations.WelcomeMessage,advanced_setting,string,Consult your organization's legal advisors for text that is applicable to your environment.,Configure the ESX host login banner for the DCUI and Host Client.,"While not a direct security control, a login message or banner is  used to inform authorized users of their responsibilities and conditions for system use, as well as to enable disciplinary action and/or prosecution of unauthorized behavior.",SCG-9.0:esx-9.login-message,"Get-VMHost -Name $ESX | Get-AdvancedSetting Annotations.WelcomeMessage | Set-AdvancedSetting -Value ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time.""",
esx.log-level,P2,HostSystem,VMWARE,Config.HostAgent.log.level,advanced_setting,string,info,The ESX host must produce audit records containing information to establish what type of events occurred.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,SCG-9.0:esx-9.log-level,Get-VMHost -Name $ESX | Get-AdvancedSetting Config.HostAgent.log.level | Set-AdvancedSetting -Value info,
esx.log-level-global,P2,HostSystem,VMWARE,Syslog.global.logLevel,advanced_setting,string,error,The ESX host must log sufficient information for events.,"It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes. The recommendation for this parameter in the Security Configuration Guide has traditionally been ""info"" but with the introduction of the audit logging subsystems there is no longer a need for the extra log traffic. As such, the recommendation has changed to use the product default of ""error"" unless debugging or troubleshooting.",SCG-9.0:esx-9.log-level-global,Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logLevel | Set-AdvancedSetting -Value info,
esx.log-persistent,P0,HostSystem,VMWARE,LocalLogOutputIsPersistent,esxcli,boolean,true,Configure a persistent log location for all locally stored logs on the ESX host.,"ESX can be configured to store log files on an in-memory file system. This occurs when the host's ""/scratch"" directory is linked to ""/tmp/scratch"". When this is done, only a single day's worth of logs is stored at any time. Additionally, log files will be reinitialized upon each reboot. This presents a security risk as user activity logged on the host is only stored temporarily and will not persist across reboots. It can also complicate auditing and make it harder to monitor events and diagnose issues. Therefore, it is recommended to configure ESX host logging to a persistent datastore.

You can detect if the scratch volume is temporary or persistent by querying the ScratchConfig.CurrentScratchLocation advanced parameter. If, when queried, it returns ""/tmp/scratch"" then the volume is temporary and you should remap the audit record storage to a persistent device.

Cannot be a vSAN datastore unless Syslog.global.vsanBacking is set, which has caveats & dependencies. If your only local, non-vSAN storage is SD or USB media (which can become unreliable with repeated writes from logs) you might consider leaving the logs in the ramdisk and ensuring that a remote logging host is configured instead. Document the decision and rationale in preparation for future audits.",SCG-9.0:esx-9.log-persistent,"Get-VMHost -Name $ESX | Get-AdvancedSetting Syslog.global.logDir | Set-AdvancedSetting -Value ""<PERSISTENT LOCATION>"" ;",esxcli:system.syslog.config.get:LocalLogOutputIsPersistent
