control_id,priority,resource_kind,adapter_kind,parameter,parameter_kind,value_type,expected_value,title,description,source_ref,remediation_text,read_recipe
esx.cpu-hyperthread-warning,P2,HostSystem,VMWARE,UserVars.SuppressHyperthreadWarning,advanced_setting,integer,0,The ESXi host must not suppress warnings about unmitigated hyperthreading vulnerabilities.,"Hyperthreading security warnings signify unaddressed CPU vulnerabilities in the system, and ignoring these could mask potential risks. Ensure that hardware remediations align with your organization's accepted risk, and if suppressing a warning, document the decision and rationale.",SCG-8.0:esxi-8.cpu-hyperthread-warning,Get-VMHost -Name $ESXi | Get-AdvancedSetting UserVars.SuppressHyperthreadWarning | Set-AdvancedSetting -Value 0,
esx.dcui-timeout,P2,HostSystem,VMWARE,UserVars.DcuiTimeOut,advanced_setting,integer,600,Set a timeout to automatically terminate idle DCUI sessions on the ESXi host.,"DCUI allows direct login to the ESXi host for managing tasks. To prevent unintended DCUI usage from leftover login sessions, It is essential to terminate idle connections.",SCG-8.0:esxi-8.dcui-timeout,Get-VMHost -Name $ESXi | Get-AdvancedSetting UserVars.DcuiTimeOut | Set-AdvancedSetting -Value 600,
esx.deactivate-cim,P0,HostSystem,VMWARE,service.sfcbd-watchdog.running,vim_property,boolean,false,The ESXi CIM service should be deactivated.,Services which are not in use and are non-essential for operations should be deactivated.,SCG-8.0:esxi-8.deactivate-cim,Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'sfcbd-watchdog'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'sfcbd-watchdog'} | Stop-VMHostService,service_state:sfcbd-watchdog:running
esx.deactivate-mob,P2,HostSystem,VMWARE,Config.HostAgent.plugins.solo.enableMob,advanced_setting,boolean,False,The ESXi Managed Object Browser (MOB) must be deactivated.,Services which are not in use and are non-essential for operations should be deactivated.,SCG-8.0:esxi-8.deactivate-mob,Get-VMHost -Name $ESXi | Get-AdvancedSetting Config.HostAgent.plugins.solo.enableMob | Set-AdvancedSetting -Value False,
esx.deactivate-shell,P2,HostSystem,VMWARE,service.TSM.running,vim_property,boolean,false,The ESXi shell should be deactivated.,Services which are not in use and are non-essential for operations should be deactivated.,SCG-8.0:esxi-8.deactivate-shell,Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'TSM'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'TSM'} | Stop-VMHostService,service_state:TSM:running
esx.deactivate-slp,P2,HostSystem,VMWARE,service.slpd.running,vim_property,boolean,false,The ESXi SLP service should be deactivated.,Services which are not in use and are non-essential for operations should be deactivated.,SCG-8.0:esxi-8.deactivate-slp,Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'slpd'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'slpd'} | Stop-VMHostService,service_state:slpd:running
esx.deactivate-snmp,P0,HostSystem,VMWARE,service.snmpd.running,vim_property,boolean,false,The ESXi SNMP service should be deactivated.,Services which are not in use and are non-essential for operations should be deactivated.,SCG-8.0:esxi-8.deactivate-snmp,Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'snmpd'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'snmpd'} | Stop-VMHostService,service_state:snmpd:running
esx.deactivate-ssh,P2,HostSystem,VMWARE,service.TSM-SSH.running,vim_property,boolean,false,The ESXi SSH service should be deactivated.,Services which are not in use and are non-essential for operations should be deactivated.,SCG-8.0:esxi-8.deactivate-ssh,Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'TSM-SSH'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESXi | where {$_.Key -eq 'TSM-SSH'} | Stop-VMHostService,service_state:TSM-SSH:running
esx.entropy,P2,HostSystem,VMWARE,,esxcli,string,disableHwrng = FALSE,The ESXi host must use sufficient entropy for cryptographic operations.,"Starting in vSphere 8.0, the ESXi Entropy implementation supports the FIPS 140-3 and EAL4 certifications. Kernel boot options control which entropy sources to activate on an ESXi host.",SCG-8.0:esxi-8.entropy,"$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.settings.kernel.set.CreateArgs() ; $arguments.setting = ""disableHwrng"" ; $arguments.value = ""FALSE"" ; $ESXcli.system.settings.kernel.set.invoke($arguments) ; $arguments.setting = ""entropySources"" ; $arguments.value = ""0"" ; $ESXcli.system.settings.kernel.set.invoke($arguments)",
esx.etc-issue,P1,HostSystem,VMWARE,Config.Etc.issue,advanced_setting,string,Consult your organization's legal advisors for text that is applicable to your environment.,Configure the login banner for ESXi host SSH connections.,"ESXi enables a login message display, often used to deter intruders and inform authorized users about system use obligations. This parameter defines the text shown during an SSH connection. It is highly recommended to keep SSH in the stopped state unless troubleshooting.

An implementation inconsistency between ESXi and vCenter Server requires that ""issue"" in Config.Etc.issue be lowercase, to work in both scenarios.",SCG-8.0:esxi-8.etc-issue,"Get-VMHost -Name $ESXi | Get-AdvancedSetting Config.Etc.issue | Set-AdvancedSetting -Value ""****************************************************************************`n* Authorized users only. Actual or attempted unauthorized use of this *`n* system is prohibited and may result in criminal, civil, security, or *`n* administrative proceedings and/or penalties. Use of this information *`n* system indicates consent to monitoring and recording, without notice *`n* or permission. Users have no expectation of privacy. Any information *`n* stored on or transiting this system, or obtained by monitoring and/or *`n* recording, may be disclosed to law enforcement and/or used in accordance *`n* with Federal law, State statute, and organization policy. If you are not *`n* an authorized user of this system, exit the system at this time. *`n****************************************************************************`n""",
esx.firewall-incoming-default,P2,HostSystem,VMWARE,config.firewall.defaultPolicy.incomingBlocked,vim_property,boolean,true,The ESXi host must configure the firewall to block network traffic by default.,"Ensures that all incoming and outgoing network traffic is blocked unless explicitly allowed, reducing the attack surface and preventing unauthorized access to the host.",SCG-8.0:esxi-8.firewall-incoming-default,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.network.firewall.set.CreateArgs() ; $arguments.defaultaction = $FALSE ; $arguments.enabled = $true ; $ESXcli.network.firewall.set.Invoke($arguments),bool:config.firewall.defaultPolicy.incomingBlocked
esx.firewall-restrict-access,P1,HostSystem,VMWARE,,esxcli,string,Connections allowed only from authorized infrastructure and administration workstations,Configure the ESXi host firewall to only allow traffic from authorized networks.,"Ensures that all incoming and outgoing network traffic is blocked unless explicitly allowed, reducing the attack surface and helping to prevent unauthorized access to the host.

As of vSphere 8.0.2, firewall rules are categorized as 'user' or 'system' owned, where only 'user' owned rules are configurable. Beginning in vSphere 8 Update 2b and PowerCLI 13.2.1 there are additional queryable parameters to automate setting and checking for configurable rules.",SCG-8.0:esxi-8.firewall-restrict-access,"# This is an example which you will want to customize! ; $ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; # Deactivate firewall temporarily so we don't lose connectivity ; $arguments = $ESXcli.network.firewall.set.CreateArgs() ; $arguments.enabled = $false ; $ESXcli.network.firewall.set.Invoke($arguments) ; ; # Unset the ""allow all"" flag ; $arguments = $ESXcli.network.firewall.ruleset.set.CreateArgs() ; $arguments.allowedall = $false ; $arguments.rulesetid = ""sshServer"" ; $ESXcli.network.firewall.ruleset.set.Invoke($arguments) ; ; # Add an IP range ; $arguments = $ESXcli.network.firewall.ruleset.allowedip.add.CreateArgs() ; $arguments.ipaddress = ""192.168.0.0/16"" ; $arguments.rulesetid = ""sshServer"" ; $ESXcli.network.firewall.ruleset.allowedip.add.Invoke($arguments) ; ; # Enable the firewall ; $arguments = $ESXcli.network.firewall.set.CreateArgs() ; $arguments.enabled = $true ; $ESXcli.network.firewall.set.Invoke($arguments)",
esx.host-client-session-timeout,P2,HostSystem,VMWARE,UserVars.HostClientSessionTimeout,advanced_setting,integer,900,The ESXi host must automatically terminate idle host client sessions.,"This practice helps mitigate potential security risks by ensuring that unattended sessions, which could be exploited by unauthorized users or malicious software, are not left open indefinitely.",SCG-8.0:esxi-8.host-client-session-timeout,Get-VMHost -Name $ESXi | Get-AdvancedSetting UserVars.HostClientSessionTimeout | Set-AdvancedSetting -Value 900,
esx.hw-virtual-nic,P2,HostSystem,VMWARE,Net.BMCNetworkEnable,advanced_setting,integer,0,The ESXi host must not enable virtual hardware management network interfaces.,Hardware management controllers often present virtual or USB NICs to the ESXi host. These can be used as backdoors and should be deactivated both in the hardware configuration and in ESXi.,SCG-8.0:esxi-8.hw-virtual-nic,Get-VMHost -Name $ESXi | Get-AdvancedSetting Net.BMCNetworkEnable | Set-AdvancedSetting -Value 0,
esx.iscsi-mutual-chap,P0,HostSystem,VMWARE,"Set iSCSI storage adapter authentication to ""Use bidirectional CHAP"" and supply credentials",powercli_only,string,Enabled,Enable bidirectional/mutual CHAP authentication for iSCSI traffic.,"Mutual CHAP provides an additional layer of protection by requiring both the initiator (client) and the target (server) to verify their identities to each other, thereby ensuring data transmitted between the two is not intercepted or altered by unauthorized entities.",SCG-8.0:esxi-8.iscsi-mutual-chap,"Get-VMHost -Name $ESXi | Get-VMHostHba | Where {$_.Type -eq ""Iscsi""} | Set-VMHostHba <parameters>",
esx.key-persistence,P2,HostSystem,VMWARE,keypersistence.Enabled,esxcli,boolean,false,The ESXi host must not store encryption keys on ESXi hosts without securing physical access to the hosts.,"Key Persistence is a mechanism that uses a local Trusted Platform Module (TPM) to store Standard Key Provider keys, usually found only in an external Key Management System (KMS). While this setup can improve management of dependencies, using Key Persistence changes the encryption risks. If an attacker steals the host, they will have access to the encryption keys for data on that host, bypassing the access controls of the external KMS. Therefore, Key Persistence should be used only when the physical security of the hosts is assured. If the physical hosts are not secure and an attacker can steal the host, they will also have the means to access and use encrypted workloads.

Key Persistence and Native Key Provider are often conflated because both store encryption data on hosts. However, the Native Key Provider does not use Key Persistence, so turning off Key Persistence won't affect it. Like Key Persistence, the Native Key Provider also requires careful consideration of physical security, as outlined in the 'design-8.native-key-provider' and 'design-8.hardware-physical-security' controls.",SCG-8.0:esxi-8.key-persistence,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.security.keypersistence.disable.CreateArgs() ; $arguments.removeallstoredkeys = $true ; $ESXcli.system.security.keypersistence.disable.Invoke($arguments),esxcli:system.security.keypersistence.get:Enabled
esx.lockdown-dcui-access,P2,HostSystem,VMWARE,DCUI.Access,advanced_setting,string,root,The ESXi host must have an accurate DCUI.Access list.,"Ensures that only authorized users have direct console user interface (DCUI) access to the ESXi host when Lockdown Mode is enabled. The root user cannot be removed from the list.

To control ESXi Shell and/or SSH access use the Lockdown Mode Exception Users list.",SCG-8.0:esxi-8.lockdown-dcui-access,Get-VMHost -Name $ESXi | Get-AdvancedSetting DCUI.Access | Set-AdvancedSetting -Value root,
esx.lockdown-exception-users,P2,HostSystem,VMWARE,,powercli_only,string,Null,The ESXi host must have an accurate Exception Users list.,"Users on the Lockdown Mode ""Exception Users"" list do not lose their privileges when the host enters lockdown mode, which can potentially defeat the purpose of lockdown mode.",SCG-8.0:esxi-8.lockdown-exception-users,(Get-View (Get-VMHost -Name $ESXi | Get-View).ConfigManager.HostAccessManager).UpdateLockdownExceptions($NULL),
esx.lockdown-mode,P0,HostSystem,VMWARE,config.lockdownMode,vim_property,string,lockdownNormal,Enable normal lockdown mode on the ESXi host.,"Enabling lockdown mode deactivates direct access to an ESXi host and requires that the host be managed remotely from vCenter Server. This is done to ensure that the roles and access controls implemented in vCenter are always enforced, and users cannot bypass them by logging into a host directly. By forcing all interactions to occur through vCenter Server, the risk of someone attaining elevated privileges or performing tasks that are not properly audited is greatly reduced.

Note that users listed in the Exception Users list for each host are allowed to override lockdown mode and log in. By default, no users are present on the Exception Users list.

There are three settings for lockdown mode: disabled, normal, and strict. Choosing strict means that if the ESXi host loses contact with vCenter Server, it cannot be managed in any way until that connection is restored. If the connection cannot be restored, the host will need to be rebuilt. This level of lockdown mode is typically not necessary for most deployments and can present significant operational challenges. Therefore, we recommend using normal lockdown mode.",SCG-8.0:esxi-8.lockdown-mode,(Get-View (Get-VMHost -Name $ESXi | Get-View).ConfigManager.HostAccessManager).ChangeLockdownMode('lockdownNormal'),scalar:config.lockdownMode
esx.logs-audit-local,P0,HostSystem,VMWARE,Syslog.global.auditRecord.storageEnable,advanced_setting,boolean,TRUE,The ESXi host must enable audit record logging.,ESXi will store audit records locally.,SCG-8.0:esxi-8.logs-audit-local,Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.auditRecord.storageEnable | Set-AdvancedSetting -Value TRUE,
esx.logs-audit-local-capacity,P1,HostSystem,VMWARE,Syslog.global.auditRecord.storageCapacity,advanced_setting,integer,100,The ESXi host must store one week of audit records.,"If a remote audit record storage facility is available, it is essential to ensure that the local storage capacity is sufficient to hold audit records that may accumulate during anticipated interruptions in the delivery of records to the facility. This ensures that audit records are not lost or overwritten during periods when the remote storage is unavailable, allowing for seamless continuity of the audit trail and compliance requirements.",SCG-8.0:esxi-8.logs-audit-local-capacity,Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.auditRecord.storageCapacity | Set-AdvancedSetting -Value 100,
esx.logs-audit-persistent,P0,HostSystem,VMWARE,ScratchConfig.CurrentScratchLocation,advanced_setting,string,not:/tmp/scratch,Configure a persistent log location for all locally stored audit records on the ESXi host.,"ESXi can be configured to store audit records on an in-memory file system.  This occurs when the host's ""/scratch"" directory is linked to ""/tmp/scratch"". When this is done only a single day's worth of records are stored at any time. In addition audit records will be reinitialized upon each reboot.  This presents a security risk as user activity logged on the host is only stored temporarily and will not persistent across reboots.  This can also complicate auditing and make it harder to monitor events and diagnose issues.  ESXi host audit record logging should always be configured to a persistent datastore.

You can detect if the scratch volume is temporary or persistent by querying the ScratchConfig.CurrentScratchLocation advanced parameter. If, when queried, it returns ""/tmp/scratch"" then the volume is temporary and you should remap the audit record storage to a persistent device.

Cannot be a vSAN datastore. If your only local, non-vSAN storage is SD or USB media (which can become unreliable with repeated writes from logs) you might consider leaving the logs in the ramdisk and ensuring that a remote logging host is configured instead. Document the decision and rationale in preparation for future audits.",SCG-8.0:esxi-8.logs-audit-persistent,"Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.auditRecord.storageDirectory | Set-AdvancedSetting -Value ""<PERSISTENT LOCATION>/audit""",
esx.logs-audit-remote,P0,HostSystem,VMWARE,Syslog.global.auditRecord.remoteEnable,advanced_setting,boolean,TRUE,The ESXi host must transmit audit records to a remote host.,ESXi will transmit audit records to the configured log collector.,SCG-8.0:esxi-8.logs-audit-remote,Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.auditRecord.remoteEnable | Set-AdvancedSetting -Value TRUE,
esx.logs-filter,P2,HostSystem,VMWARE,syslog.LogFilteringEnabled,esxcli,boolean,false,The ESXi host must not enable log filtering.,"You can create log filters to reduce the number of repetitive entries, and to deny specific log events entirely.",SCG-8.0:esxi-8.logs-filter,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $esxcli.system.syslog.config.logfilter.set.CreateArgs() ; $arguments.logfilteringenabled = $false ; $ESXcli.system.syslog.config.logfilter.set.invoke($arguments),esxcli:system.syslog.config.logfilter.get:LogFilteringEnabled
esx.logs-level,P2,HostSystem,VMWARE,Config.HostAgent.log.level,advanced_setting,string,info,Set the ESXi host logging informational level to info.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,SCG-8.0:esxi-8.logs-level,Get-VMHost -Name $ESXi | Get-AdvancedSetting Config.HostAgent.log.level | Set-AdvancedSetting -Value info,
esx.logs-level-global,P2,HostSystem,VMWARE,Syslog.global.logLevel,advanced_setting,string,error,The ESXi host must log sufficient information for events.,"It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes. The recommendation for this parameter in the Security Configuration Guide has traditionally been ""info"" but with the introduction of the audit logging subsystems there is no longer a need for the extra log traffic. As such, the recommendation has changed to use the product default of ""error"" unless debugging or troubleshooting.",SCG-8.0:esxi-8.logs-level-global,Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.logLevel | Set-AdvancedSetting -Value error,
esx.logs-persistent,P0,HostSystem,VMWARE,LocalLogOutputIsPersistent,esxcli,boolean,true,Configure a persistent log location for all locally stored logs on the ESXi host.,"ESXi can be configured to store log files on an in-memory file system. This occurs when the host's ""/scratch"" directory is linked to ""/tmp/scratch"". When this is done, only a single day's worth of logs is stored at any time. Additionally, log files will be reinitialized upon each reboot. This presents a security risk as user activity logged on the host is only stored temporarily and will not persist across reboots. It can also complicate auditing and make it harder to monitor events and diagnose issues. Therefore, it is recommended to configure ESXi host logging to a persistent datastore.

You can detect if the scratch volume is temporary or persistent by querying the ScratchConfig.CurrentScratchLocation advanced parameter. If, when queried, it returns ""/tmp/scratch"" then the volume is temporary and you should remap the audit record storage to a persistent device.

Cannot be a vSAN datastore unless Syslog.global.vsanBacking is set, which has caveats & dependencies. If your only local, non-vSAN storage is SD or USB media (which can become unreliable with repeated writes from logs) you might consider leaving the logs in the ramdisk and ensuring that a remote logging host is configured instead. Document the decision and rationale in preparation for future audits.",SCG-8.0:esxi-8.logs-persistent,"Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.logDir | Set-AdvancedSetting -Value ""<PERSISTENT LOCATION>"" ;",esxcli:system.syslog.config.get:LocalLogOutputIsPersistent
esx.logs-remote,P0,HostSystem,VMWARE,Syslog.global.logHost,advanced_setting,string,Site-Specific Log Server,Configure a remote log server for the ESXi host.,"Remote logging to a central log host provides a secure and centralized store for ESXi logs. By gathering host log files onto a central host, you can more easily monitor all hosts using a single tool. Additionally, you can perform aggregate analysis and searching to identify coordinated attacks on multiple hosts. Logging to a secure and centralized log server helps prevent log tampering and ensures a long-term audit record.",SCG-8.0:esxi-8.logs-remote,"Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.logHost | Set-AdvancedSetting -Value ""<log collector>""",
esx.logs-remote-tls,P2,HostSystem,VMWARE,Syslog.global.certificate.checkSSLCerts,advanced_setting,boolean,TRUE,The ESXi host must verify certificates for TLS remote logging endpoints.,TLS certificates help ensure that the endpoint is authentic and trustworthy.,SCG-8.0:esxi-8.logs-remote-tls,Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.certificate.checkSSLCerts | Set-AdvancedSetting -Value TRUE,
esx.logs-remote-tls-x509,P0,HostSystem,VMWARE,Syslog.global.certificate.strictX509Compliance,advanced_setting,boolean,TRUE,The ESXi host must use strict x509 verification for TLS-enabled remote logging endpoints.,"This ""x509-strict"" option performs additional validity checks on CA root certificates during verification.",SCG-8.0:esxi-8.logs-remote-tls-x509,Get-VMHost -Name $ESXi | Get-AdvancedSetting Syslog.global.certificate.strictX509Compliance | Set-AdvancedSetting -Value TRUE,
esx.memeagerzero,P0,HostSystem,VMWARE,Mem.MemEagerZero,advanced_setting,integer,1,The ESXi host must enable volatile key destruction.,"By default, ESXi zeroes out pages allocated for virtual machines (VMs), userspace applications, and kernel threads at the time of allocation. This ensures that no non-zero pages are exposed to VMs or userspace applications. This measure is in place to prevent the exposure of cryptographic keys from VMs or userworlds to other clients.

However, if memory is not reused, these keys can remain present in host memory for an extended period. To address this, MemEagerZero can be configured to enforce the zeroing out of userworld and guest memory pages when a userworld process or guest exits. For kernel threads, memory spaces holding keys are zeroed out as soon as the secret is no longer required.",SCG-8.0:esxi-8.memeagerzero,Get-VMHost -Name $ESXi | Get-AdvancedSetting Mem.MemEagerZero | Set-AdvancedSetting -Value 1,
esx.network-bpdu,P2,HostSystem,VMWARE,Net.BlockGuestBPDU,advanced_setting,integer,1,Enable the Bridge Protocol Data Unit (BPDU) filter on the ESXi host.,"BPDUs (Bridge Protocol Data Units) are used to transmit Spanning Tree Protocol (STP) information and detect network loops. BPDU Guard and Portfast are commonly enabled on the physical switch directly connected to the ESXi host to reduce spanning tree convergence delay.

However, if a BPDU packet is sent from a virtual machine on the ESXi host to the configured physical switch, it can result in a cascading lockout of all uplink interfaces from the ESXi host. To prevent this type of lockout, BPDU Filter can be enabled on the ESXi host to drop any BPDU packets being sent to the physical switch.

It is important to note that Standard and Distributed Virtual Switches do not support STP and do not generate BPDUs.",SCG-8.0:esxi-8.network-bpdu,Get-VMHost -Name $ESXi | Get-AdvancedSetting Net.BlockGuestBPDU | Set-AdvancedSetting -Value 1,
esx.network-dvfilter,P2,HostSystem,VMWARE,Net.DVFilterBindIpAddress,advanced_setting,string,"""""",Use of the dvFilter network APIs must be restricted on the ESXi host.,"If you are not using a product such as VMware NSX that utilizes the dvfilter network API, it is recommended not to configure the host to send network information to an IP address. Enabling the API and referencing an IP address that is compromised could potentially provide unauthorized access to the network of other virtual machines (VMs) on the host.

If you are using a product that relies on this API, it is important to verify that the host has been configured correctly to ensure secure network communication.",SCG-8.0:esxi-8.network-dvfilter,"Get-VMHost -Name $ESXi | Get-AdvancedSetting Net.DVFilterBindIpAddress | Set-AdvancedSetting -Value """"",
